"SalePrice","Total_SF","OverallQual","GarageArea","Neighborhood","GrLivArea","KitchenQual","YearRemodAdd"
132500,1998,5,264,"Sawyer",999,"Gd",2001
147000,2226,5,264,"NAmes",1113,"Gd",2007
156000,2146,5,515,"NAmes",1073,"TA",1965
175000,2968,5,487,"NWAmes",1484,"TA",1971
160000,3368,5,520,"OldTown",2414,"TA",1970
86000,1260,4,286,"MeadowV",630,"Gd",2002
115000,1568,5,336,"MeadowV",1304,"TA",1976
133000,2384,6,240,"NAmes",1578,"Fa",1950
172785,2184,6,429,"Gilbert",1456,"TA",2006
155000,2538,5,308,"NAmes",1269,"TA",1960
91300,1076,5,273,"OldTown",886,"TA",1996
34900,1440,4,0,"IDOTRR",720,"TA",1950
430000,6428,8,546,"NoRidge",3228,"Gd",1993
184000,2846,7,240,"BrkSide",1820,"TA",1950
130000,1763,5,288,"Sawyer",899,"Gd",2004
120000,1824,5,297,"NAmes",912,"TA",1985
113000,1890,6,264,"BrDale",1218,"TA",1973
226700,2634,7,603,"Somerst",1768,"Gd",2005
140000,2428,5,461,"Edwards",1214,"TA",1965
289000,3302,7,484,"Crawfor",1801,"TA",1997
147000,2177,6,440,"NPkVill",1322,"TA",1974
124500,2920,5,400,"OldTown",1960,"TA",1952
215000,2688,8,471,"SawyerW",1911,"Gd",1994
208300,2436,6,676,"Somerst",1218,"Gd",2009
161000,2067,7,360,"OldTown",1378,"Gd",2005
124500,2082,5,270,"NAmes",1041,"TA",1959
164900,2371,5,288,"NAmes",1363,"TA",2000
202665,2736,7,474,"NridgHt",1368,"Gd",2006
129900,1728,5,624,"NAmes",864,"TA",1958
134000,2164,6,484,"Mitchel",1080,"TA",1983
96500,1557,5,200,"Crawfor",789,"TA",1950
402861,4026,10,900,"NridgHt",2020,"Ex",2009
158000,2808,6,583,"NWAmes",2119,"TA",1972
265000,3608,7,889,"NoRidge",2344,"Gd",1997
211000,2590,6,546,"CollgCr",1796,"TA",1998
234000,3356,7,282,"Crawfor",2080,"Gd",2004
106250,1294,4,0,"OldTown",1294,"TA",2000
150000,2488,6,336,"NAmes",1244,"TA",1957
159000,2668,6,420,"BrkSide",1664,"TA",1950
184750,7814,10,884,"Edwards",4676,"Ex",2008
315750,3777,7,834,"NoRidge",2398,"Gd",1997
176000,2523,7,453,"Somerst",1266,"Gd",2005
132000,1856,5,252,"NAmes",928,"TA",2000
446261,4165,9,858,"NridgHt",2713,"Ex",2008
86000,1133,4,0,"Edwards",605,"TA",2002
200624,4550,6,484,"Crawfor",2515,"TA",1975
175000,2970,6,600,"Timber",1509,"Gd",1989
128000,1973,6,502,"BrkSide",1362,"TA",1999
107500,827,5,392,"NAmes",827,"TA",2007
39300,334,1,0,"BrkSide",334,"Fa",1950
178000,2121,8,403,"Gilbert",1414,"Gd",2004
107500,2464,5,0,"Edwards",1347,"TA",1991
188000,2604,7,527,"CollgCr",1724,"Gd",1999
111250,1728,4,576,"NAmes",864,"TA",1972
158000,2210,5,336,"Sawyer",1159,"TA",1968
272000,3182,8,670,"CollgCr",1601,"Gd",2002
315000,3676,9,765,"Timber",1838,"Ex",2006
248000,3254,8,648,"NoRidge",2285,"Gd",2000
213250,3330,7,583,"NWAmes",1680,"Gd",1999
133000,1490,7,367,"NAmes",767,"TA",1998
179665,2150,7,426,"Gilbert",1496,"Gd",2006
229000,3387,7,786,"NWAmes",2183,"Gd",1988
210000,2700,6,440,"BrkSide",1635,"TA",1950
129500,1536,5,624,"Mitchel",768,"TA",1970
125000,1650,5,720,"OldTown",825,"TA",1995
263000,3006,7,615,"Somerst",2094,"Gd",2004
140000,2138,6,440,"NPkVill",1069,"TA",1977
112500,1856,5,288,"OldTown",928,"TA",1957
255500,3426,8,908,"NridgHt",1717,"Gd",2006
108000,1126,4,520,"Edwards",1126,"Gd",2003
284000,3044,7,871,"NridgHt",2046,"Gd",2004
113000,2041,5,280,"BrkSide",1048,"TA",1950
141000,2184,5,299,"NAmes",1092,"TA",1957
108000,1973,4,570,"IDOTRR",1336,"TA",1950
175000,2175,7,406,"Gilbert",1446,"TA",1997
234000,2931,7,420,"Blmngtn",1557,"Gd",2004
121500,2784,5,528,"Sawyer",1392,"TA",1996
170000,2778,5,418,"Mitchel",1389,"TA",1975
108000,1992,5,0,"Edwards",996,"TA",1969
185000,2837,6,396,"Edwards",1674,"TA",1950
268000,3390,7,590,"NoRidge",2295,"Gd",2000
128000,2453,6,216,"SWISU",1647,"Fa",1950
325000,3626,9,656,"StoneBr",2504,"Ex",2007
214000,3052,7,532,"NridgHt",1535,"Gd",2004
316600,3628,8,612,"SawyerW",2132,"Gd",2009
135960,1886,5,600,"NAmes",943,"TA",1979
142600,3456,5,576,"NAmes",1728,"TA",1965
120000,1728,6,288,"NAmes",864,"Gd",1959
224500,2538,7,650,"Timber",1692,"Gd",2009
170000,1814,7,400,"Gilbert",1430,"TA",2000
139000,1481,5,288,"NAmes",1109,"TA",2005
118500,2048,5,336,"NAmes",1216,"TA",1950
145000,2338,7,216,"SWISU",1477,"TA",1950
164500,2484,5,564,"Sawyer",1320,"TA",1966
146000,2081,7,540,"Somerst",1392,"Gd",2007
131500,2845,5,352,"OldTown",1795,"TA",1954
181900,2573,6,572,"NAmes",1429,"Gd",1987
253293,4084,8,1390,"NridgHt",2042,"Ex",2009
118500,1632,6,0,"Edwards",816,"TA",1990
325000,4012,10,880,"OldTown",2775,"Gd",2000
133000,2457,4,240,"BrkSide",1573,"Gd",1995
369900,3896,8,880,"Timber",2028,"Gd",2006
130000,1654,6,275,"BrkSide",838,"Fa",2000
137000,1700,5,528,"Sawyer",860,"TA",1982
143000,2910,5,452,"ClearCr",1473,"Ex",2003
79500,1521,5,308,"BrkSide",935,"TA",1960
185900,2352,7,520,"CollgCr",1582,"Gd",2004
451950,4018,10,842,"NridgHt",2296,"Ex",2008
138000,1632,5,816,"Mitchel",816,"TA",2003
140000,1696,6,420,"CollgCr",848,"Gd",2003
110000,1848,5,280,"CollgCr",924,"TA",1975
319000,3640,8,758,"StoneBr",1826,"Gd",2006
114504,2052,6,216,"OldTown",1368,"TA",1993
194201,2660,7,648,"Blmngtn",1402,"Gd",2007
217500,3077,5,621,"Crawfor",1647,"Gd",1977
151000,2272,6,452,"Blueste",1556,"TA",1980
275000,2962,8,736,"NridgHt",1904,"Ex",2005
141000,2155,6,544,"IDOTRR",1375,"Gd",1950
220000,2823,8,506,"SawyerW",1915,"Gd",1992
151000,1800,7,480,"Somerst",1200,"Gd",2005
221000,2988,7,530,"CollgCr",1494,"Gd",2002
205000,2754,7,486,"NAmes",1986,"TA",1990
152000,2080,5,576,"CollgCr",1040,"Gd",1996
225000,2904,5,230,"Edwards",2008,"Ex",2002
359100,4159,8,380,"Crawfor",3194,"TA",1998
118500,2058,4,261,"Sawyer",1029,"TA",1961
313000,3593,9,736,"CollgCr",2153,"Ex",2000
148000,2064,6,564,"NWAmes",1032,"TA",1978
261500,3171,8,531,"CollgCr",1872,"Ex",2001
147000,2240,5,0,"Mitchel",1120,"TA",2007
75500,1260,4,0,"MeadowV",630,"TA",1972
137500,1990,6,480,"NAmes",1054,"Gd",1963
183200,2292,6,393,"Gilbert",1509,"Gd",2003
105500,1664,6,528,"NAmes",832,"Gd",1954
314813,3650,9,774,"NridgHt",1828,"Gd",2007
305000,3744,8,749,"Timber",2262,"Gd",2003
67000,1728,3,0,"Edwards",864,"TA",1950
240000,4136,6,624,"NWAmes",2614,"TA",1997
135000,1960,5,484,"Sawyer",980,"TA",1977
168500,2268,6,440,"Somerst",1512,"Gd",2000
165150,2522,6,484,"NWAmes",1790,"TA",1972
160000,2232,6,440,"NAmes",1116,"TA",1962
139900,2400,5,286,"NAmes",1422,"TA",1978
153000,2676,6,364,"NAmes",1520,"TA",1972
135000,3120,5,504,"NAmes",2080,"Fa",1969
168500,2598,6,520,"NAmes",1350,"TA",1964
124000,2386,5,240,"OldTown",1750,"Ex",1991
209500,3108,8,627,"NridgHt",1554,"Gd",2006
82500,2797,7,544,"NWAmes",1411,"TA",1977
139400,2112,5,260,"NAmes",1056,"TA",2005
144000,2112,6,576,"OldTown",1056,"TA",1980
200000,4320,6,0,"SWISU",3395,"Fa",1995
60000,1064,2,0,"BrkSide",800,"Fa",1950
93000,2198,5,256,"OldTown",1387,"Gd",1954
85000,1592,5,0,"Edwards",796,"TA",1950
264561,3087,8,648,"Blmngtn",1567,"Ex",2006
274000,3036,8,588,"NridgHt",1518,"Ex",2004
226000,2986,7,650,"Somerst",1929,"Gd",2001
345000,4656,8,538,"NAmes",2704,"Ex",1995
152000,2400,5,462,"NWAmes",1620,"TA",1969
370878,3532,9,478,"Somerst",1766,"Ex",2009
143250,1962,6,576,"NAmes",981,"TA",1971
98300,1048,5,420,"NAmes",1048,"TA",1950
155000,2188,6,495,"Edwards",1094,"TA",1953
155000,2595,6,442,"NAmes",1839,"TA",1966
84500,1260,4,0,"MeadowV",630,"TA",1970
205950,2478,7,562,"Somerst",1665,"Gd",2007
108000,2265,4,296,"Edwards",1510,"TA",1950
191000,2596,7,512,"CollgCr",1716,"Gd",1996
135000,2225,6,216,"IDOTRR",1469,"TA",1995
350000,4222,8,839,"NoRidge",2113,"Gd",1995
88000,1617,6,264,"BrDale",1092,"TA",1971
145500,2106,5,312,"NAmes",1053,"Gd",2006
149000,2278,7,270,"Crawfor",1502,"TA",2000
97500,2370,6,330,"NAmes",1458,"TA",1950
167000,2972,5,480,"Edwards",1486,"TA",1999
197900,2728,7,550,"NWAmes",1935,"TA",1976
402000,4077,8,711,"NoRidge",2448,"Gd",2005
110000,2784,6,576,"NAmes",1392,"TA",1968
137500,2319,4,588,"Edwards",1181,"TA",1972
423000,4174,8,1134,"Somerst",2097,"Ex",2006
230500,3342,8,504,"Gilbert",1936,"Gd",2000
129000,3401,6,596,"NAmes",2380,"TA",1979
193500,3087,6,575,"SawyerW",1679,"Gd",1998
168000,2625,5,576,"Sawyer",1437,"TA",1987
137500,1880,4,252,"Crawfor",1180,"Fa",1950
173500,2214,6,540,"CollgCr",1476,"Gd",2005
103600,2041,6,300,"Edwards",1369,"TA",1950
165000,2416,6,546,"Veenker",1208,"TA",1977
257500,3316,6,416,"Crawfor",1839,"Gd",2004
140000,2272,6,384,"NAmes",1136,"TA",1965
148500,2296,6,440,"NPkVill",1441,"TA",1978
87000,2869,4,779,"OldTown",1774,"TA",1950
109500,1560,5,240,"OldTown",792,"Gd",2006
372500,4092,8,834,"StoneBr",2046,"Gd",2008
128500,1976,5,572,"Sawyer",988,"TA",1961
143000,1846,6,264,"SawyerW",923,"TA",1980
159434,2313,5,281,"SWISU",1520,"TA",2000
173000,2582,6,431,"ClearCr",1291,"Gd",1997
285000,3294,9,702,"CollgCr",1668,"Gd",2002
221000,3034,7,486,"NoRidge",1839,"TA",1998
207500,3280,7,577,"StoneBr",2090,"Gd",1984
227875,2635,7,578,"Somerst",1761,"Gd",2007
148800,1653,7,480,"Somerst",1102,"Gd",2004
392000,2838,8,567,"StoneBr",1419,"Gd",2007
194700,2724,6,460,"NridgHt",1362,"Gd",2006
141000,1696,6,420,"CollgCr",848,"Gd",2004
755000,6760,10,832,"NoRidge",4316,"Ex",1995
335000,3729,7,628,"Timber",2519,"Gd",1990
108480,2146,5,326,"OldTown",1073,"TA",1968
141500,2466,5,576,"BrkSide",1539,"TA",1950
176000,2249,6,551,"Timber",1137,"Gd",1987
89000,1232,5,205,"BrkSide",616,"TA",1950
123500,2128,5,308,"Edwards",1148,"TA",1952
138500,1788,5,336,"Sawyer",894,"TA",2009
196000,2782,7,530,"Somerst",1391,"Gd",2004
312500,3600,8,765,"Timber",1800,"Gd",2002
140000,2328,7,528,"NWAmes",1164,"TA",1969
361919,3810,8,666,"StoneBr",2576,"Ex",2006
140000,2172,5,672,"OldTown",1812,"Gd",1996
213000,2957,7,606,"CollgCr",1484,"Gd",2005
55000,1092,4,0,"IDOTRR",1092,"Fa",1950
302000,3467,7,739,"ClearCr",1824,"Gd",2002
254000,2648,8,550,"NridgHt",1324,"Gd",2006
179540,2184,7,400,"Gilbert",1456,"Gd",2007
109900,1780,5,408,"Sawyer",904,"TA",1966
52000,999,3,0,"BrkSide",729,"TA",2003
102776,2037,4,384,"IDOTRR",1178,"TA",1950
189000,2456,8,472,"StoneBr",1228,"Gd",1989
129000,1920,4,576,"BrkSide",960,"TA",1970
130500,2204,6,475,"Sawyer",1479,"Gd",2005
165000,2414,6,478,"NWAmes",1350,"TA",1974
159500,3272,7,704,"OldTown",2554,"TA",1998
157000,2354,5,439,"NWAmes",1178,"Gd",2000
341000,3729,7,983,"NoRidge",2418,"Gd",1994
128500,1942,5,300,"CollgCr",971,"TA",1969
275000,3484,8,564,"StoneBr",1742,"Gd",1985
143000,1696,6,420,"CollgCr",848,"Gd",2004
124500,1728,4,463,"NAmes",864,"TA",1970
135000,2411,4,548,"Edwards",1470,"TA",1972
320000,3396,9,768,"Edwards",1698,"Ex",2008
120500,1728,4,660,"NAmes",864,"Gd",1970
222000,2560,6,540,"Crawfor",1680,"Gd",2007
194500,2464,7,632,"CollgCr",1232,"Gd",2007
110000,3360,5,888,"NAmes",1776,"TA",1958
103000,1628,4,539,"IDOTRR",1208,"TA",1950
236500,3211,8,608,"StoneBr",1616,"Gd",1996
187500,2014,7,438,"Timber",1146,"Gd",2003
222500,3184,7,541,"CollgCr",2031,"Gd",1999
131400,2008,5,264,"Sawyer",1144,"TA",1983
108000,1896,5,300,"Sawyer",948,"TA",1968
163000,2648,7,320,"OldTown",1768,"TA",1970
93500,1040,3,400,"NAmes",1040,"TA",1950
239900,2694,8,800,"Gilbert",1801,"Gd",2005
179000,2400,5,0,"Edwards",1200,"TA",1988
190000,2592,7,572,"CollgCr",1728,"Gd",2004
132000,1696,5,360,"OldTown",1432,"TA",2002
142000,1824,6,288,"Sawyer",912,"Gd",1996
179000,2698,7,539,"SawyerW",1349,"TA",2001
175000,1984,5,480,"Sawyer",1464,"TA",1999
180000,2674,8,462,"StoneBr",1337,"Gd",1993
299800,3857,8,831,"NWAmes",2715,"Gd",1996
236000,3208,7,554,"Gilbert",2256,"Gd",2000
265979,3880,7,864,"OldTown",2640,"Gd",2003
260400,3440,7,527,"NoRidge",1720,"Gd",1996
98000,1529,4,240,"Edwards",1529,"TA",1950
96500,1716,4,0,"OldTown",1140,"TA",2004
162000,1980,7,400,"Gilbert",1320,"Gd",2003
217000,2973,6,576,"CollgCr",1494,"Gd",1997
275500,3128,8,878,"NridgHt",2098,"Ex",2005
156000,2052,6,440,"NAmes",1026,"Gd",2005
172500,2200,6,440,"Somerst",1471,"TA",1999
212000,2634,8,578,"CollgCr",1768,"Gd",2007
158900,2058,6,440,"Sawyer",1386,"TA",1978
179400,2245,7,440,"Somerst",1501,"TA",1999
290000,3849,8,752,"NoRidge",2531,"Gd",1995
127500,1728,6,300,"NAmes",864,"TA",1959
100000,2446,5,440,"BrkSide",1301,"Fa",1950
215200,2303,7,614,"Somerst",1547,"Gd",2009
337000,3617,8,856,"NoRidge",2365,"Gd",1999
270000,2988,8,481,"Veenker",1494,"Ex",1996
264132,3004,9,592,"Somerst",1506,"Ex",2008
196500,2694,7,496,"NWAmes",1714,"TA",1988
160000,2733,6,423,"Mitchel",1750,"TA",1985
216837,3696,7,484,"CollgCr",1836,"Gd",2005
538000,4929,8,841,"StoneBr",3279,"Ex",2003
134900,1716,5,576,"Sawyer",858,"TA",1982
102000,2056,4,396,"Edwards",1220,"TA",1951
107000,2146,6,672,"Edwards",1117,"TA",1976
114500,1824,5,275,"NAmes",912,"TA",1958
395000,3908,8,895,"NridgHt",1973,"Gd",2006
162000,2408,6,412,"Mitchel",1204,"TA",1998
221500,3228,7,865,"CollgCr",1614,"Gd",2006
142500,1758,5,440,"Sawyer",894,"TA",1974
144000,2020,5,630,"SawyerW",2020,"TA",1977
135000,1979,6,504,"Mitchel",1004,"TA",1977
176000,2490,7,402,"Gilbert",1253,"TA",1996
175900,2364,6,484,"SawyerW",1603,"Gd",1992
187100,2843,7,605,"CollgCr",1430,"Gd",2002
165500,2207,5,602,"Mitchel",1110,"Gd",1978
128000,2226,6,0,"OldTown",1484,"TA",2001
161500,2714,6,457,"NWAmes",1342,"TA",1967
139000,2338,5,416,"OldTown",1652,"TA",1950
233000,3040,7,618,"SawyerW",2084,"Gd",2004
107900,1802,4,281,"OldTown",901,"TA",2000
187500,2919,6,444,"ClearCr",2087,"Gd",2007
160200,2290,7,397,"Blmngtn",1145,"Gd",2006
146800,2091,6,539,"Mitchel",1062,"TA",1976
269790,3130,7,455,"NoRidge",2013,"TA",1997
225000,2992,8,474,"Somerst",1496,"Gd",2007
194500,2607,7,409,"Gilbert",1895,"Gd",1996
171000,2214,6,476,"SawyerW",1564,"TA",1981
143500,1945,6,528,"Sawyer",1285,"TA",1977
110000,1546,5,240,"NAmes",773,"TA",1953
485000,5066,9,820,"NridgHt",3140,"Ex",2009
175000,2499,5,240,"SWISU",1768,"Gd",1950
200000,2304,6,603,"ClearCr",1688,"Gd",1997
109900,2392,4,440,"IDOTRR",1196,"TA",1990
189000,2184,7,410,"CollgCr",1456,"Gd",2005
582933,4556,9,1020,"NridgHt",2822,"Ex",2009
118000,2064,5,286,"NAmes",1128,"TA",1954
227680,2845,7,554,"Somerst",1428,"Ex",2008
135500,1960,5,384,"NAmes",980,"TA",1967
223500,2900,5,528,"BrkSide",1576,"Gd",2004
159950,2110,5,484,"NAmes",1086,"TA",1966
106000,2987,5,360,"OldTown",2138,"TA",1965
181000,2349,6,484,"NWAmes",1309,"Gd",1999
144500,1696,6,420,"CollgCr",848,"Gd",2004
55993,1584,5,504,"IDOTRR",1044,"Fa",1952
157900,2884,6,301,"NAmes",1442,"TA",1958
116000,1936,5,280,"Edwards",1250,"Fa",1950
224900,3310,7,598,"CollgCr",1661,"Gd",1998
137000,2016,5,275,"NAmes",1008,"TA",1954
271000,3257,8,857,"Mitchel",1689,"Gd",2002
155000,2062,6,440,"ClearCr",1052,"TA",1971
224000,2716,7,484,"NridgHt",1358,"Gd",2010
183000,2438,7,595,"CollgCr",1640,"Gd",2003
93000,1872,4,576,"OldTown",936,"TA",1953
225000,2580,7,433,"Gilbert",1733,"Gd",2003
139500,2267,6,240,"SWISU",1489,"TA",1950
232600,2978,8,776,"Somerst",1489,"Gd",2006
385000,4162,10,1220,"NridgHt",2084,"Ex",2008
109500,1568,5,0,"BrkSide",784,"Gd",1950
189000,2888,7,527,"SawyerW",1434,"Gd",2001
185000,3139,5,538,"ClearCr",2126,"TA",1967
147400,1743,7,480,"Somerst",1223,"Gd",2005
166000,2784,6,458,"NAmes",1392,"TA",1957
151000,1720,7,480,"Somerst",1200,"Gd",2005
237000,2770,7,613,"CollgCr",1829,"Gd",2003
167000,3032,6,472,"NAmes",1516,"TA",1964
139950,2288,5,456,"NAmes",1144,"TA",1961
128000,2134,4,436,"Sawyer",1067,"Gd",1995
153500,3118,5,812,"OldTown",1559,"TA",1973
100000,1470,6,264,"BrDale",987,"TA",1973
144000,2198,5,352,"CollgCr",1099,"Gd",2006
130500,1968,5,240,"Edwards",1200,"TA",1995
140000,2154,6,400,"SWISU",1482,"Fa",1950
157500,2189,5,686,"OldTown",1539,"Gd",2002
174900,2292,6,490,"NAmes",1165,"TA",1966
141000,3600,5,0,"NAmes",1800,"TA",1961
153900,2292,5,720,"OldTown",1416,"TA",1950
171000,3091,5,611,"Sawyer",1701,"TA",1981
213000,2515,7,425,"SawyerW",1775,"Gd",1993
133500,1728,5,338,"CollgCr",864,"TA",1972
240000,3265,6,360,"ClearCr",2358,"TA",1997
187000,2383,6,512,"Veenker",1855,"TA",1994
131500,1696,6,420,"CollgCr",848,"Gd",2003
215000,2729,8,400,"Blmngtn",1456,"Gd",2003
164000,2564,7,240,"Crawfor",1646,"TA",1950
158000,2572,6,645,"NAmes",1445,"TA",1964
170000,3542,5,454,"Sawyer",1779,"TA",1974
127000,2080,5,260,"Sawyer",1040,"TA",2010
147000,1966,6,576,"CollgCr",1026,"TA",1978
174000,2183,6,343,"Gilbert",1481,"TA",1995
152000,2460,7,479,"NWAmes",1370,"TA",1976
250000,3708,6,619,"NWAmes",2654,"Gd",1984
189950,2338,7,216,"Crawfor",1426,"Gd",1998
131500,2078,5,504,"Sawyer",1039,"TA",1965
152000,2137,6,480,"SawyerW",1097,"TA",1985
132500,2296,5,672,"NAmes",1148,"TA",1959
250580,2744,7,529,"Somerst",1372,"Gd",2008
148500,2004,5,902,"NAmes",1002,"TA",1970
248900,3284,8,870,"Timber",1646,"Gd",2007
129000,2160,4,544,"Sawyer",1120,"Fa",1961
169000,2267,5,672,"Gilbert",2320,"TA",1950
236000,2999,7,574,"SawyerW",1949,"Gd",1994
109500,1788,5,308,"NAmes",894,"TA",1962
200500,2486,6,523,"CollgCr",1682,"Gd",1998
116000,1015,5,414,"NAmes",910,"Gd",1996
133000,1868,5,288,"NAmes",1268,"TA",1950
66500,1807,5,200,"OldTown",1131,"TA",1950
303477,3794,8,550,"Somerst",2610,"Ex",2007
132250,2104,4,648,"Mitchel",1040,"TA",1963
350000,3686,9,738,"NridgHt",2224,"Ex",2005
148000,2264,5,576,"Sawyer",1155,"Gd",1995
136500,1728,5,336,"CollgCr",864,"TA",2005
157000,2180,5,450,"Edwards",1090,"TA",2006
187500,2873,7,400,"Timber",1717,"Gd",1991
178000,2401,6,389,"Gilbert",1593,"TA",1993
118500,2544,4,440,"SWISU",2230,"TA",1950
100000,1784,5,288,"NAmes",892,"TA",1967
328900,3407,9,506,"Somerst",1709,"Gd",2000
145000,3338,5,588,"NAmes",1712,"TA",2005
135500,2209,5,300,"Edwards",1393,"TA",1955
268000,4434,8,621,"NAmes",2217,"Gd",1970
149500,3010,6,505,"NAmes",1505,"TA",1953
122900,1596,5,576,"NAmes",924,"TA",2006
172500,2601,6,440,"Sawyer",1683,"TA",1978
154500,2127,6,264,"Sawyer",1068,"TA",2003
165000,2766,5,354,"Sawyer",1383,"TA",1954
118858,1535,5,400,"SawyerW",1535,"TA",1979
140000,2576,6,483,"NAmes",1796,"TA",1963
106500,1902,4,327,"IDOTRR",951,"TA",1950
142953,2240,5,528,"SawyerW",2240,"TA",1979
611657,4694,9,820,"NridgHt",2364,"Ex",2010
135000,2148,5,288,"Sawyer",1236,"TA",1994
110000,1716,4,684,"NAmes",858,"TA",1971
153000,2298,5,756,"NAmes",1306,"TA",2000
180000,2292,7,393,"Gilbert",1509,"Gd",2003
240000,3340,7,690,"Gilbert",1670,"Gd",2006
125500,1778,5,288,"Sawyer",902,"TA",1967
128000,2119,5,280,"NAmes",1063,"TA",1954
255000,3259,8,865,"Somerst",1636,"Gd",2006
250000,3074,7,180,"Crawfor",2057,"Gd",1987
131000,1766,5,484,"Mitchel",902,"TA",1983
174000,2226,6,390,"Gilbert",1484,"Gd",2005
154300,3379,5,480,"NAmes",2274,"TA",1960
143500,2536,5,252,"CollgCr",1268,"Gd",1989
88000,1783,5,450,"BrkSide",1015,"TA",1950
145000,3003,5,871,"Crawfor",2002,"TA",1950
173733,1836,6,528,"Somerst",1224,"Gd",2009
75000,1638,4,286,"MeadowV",1092,"TA",1970
35311,960,2,308,"IDOTRR",480,"TA",1950
135000,2363,4,284,"Edwards",1229,"TA",1956
238000,3231,7,833,"SawyerW",2127,"Gd",1991
176500,2598,6,601,"NAmes",1414,"TA",2002
201000,2649,6,471,"SawyerW",1721,"Gd",1994
145900,3472,5,0,"Edwards",2200,"TA",2003
169990,2632,6,397,"Gilbert",1316,"Gd",2006
193000,3221,6,533,"SawyerW",1617,"Gd",1994
207500,3372,6,612,"NWAmes",1686,"TA",1980
175000,2252,5,540,"NWAmes",1126,"Ex",1977
285000,3555,8,656,"NridgHt",2374,"Ex",2004
176000,2810,7,486,"NWAmes",1978,"TA",1968
236500,3541,8,522,"CollgCr",1788,"Ex",2001
222000,3200,7,642,"Gilbert",2236,"Gd",1997
201000,2932,8,610,"Timber",1466,"Gd",2007
117500,1850,5,429,"NAmes",925,"TA",1965
320000,3810,9,788,"Somerst",1905,"Ex",2006
190000,3000,7,570,"CollgCr",1500,"Gd",2004
242000,2654,7,505,"NAmes",2069,"Gd",2007
79900,1347,4,528,"BrkSide",747,"TA",1953
184900,2376,7,555,"SawyerW",1200,"Gd",2003
253000,3084,7,689,"Somerst",1971,"Gd",2005
239799,3353,7,868,"CollgCr",1962,"Gd",2006
244400,3435,7,349,"ClearCr",2403,"TA",1950
150900,3456,6,574,"Mitchel",1728,"TA",1976
214000,3052,7,390,"Gilbert",2060,"Gd",1999
150000,2880,4,0,"Edwards",1440,"TA",1977
143000,3264,5,576,"Mitchel",1632,"TA",1967
137500,2163,6,525,"Timber",1344,"Gd",1958
124900,2837,5,456,"OldTown",1869,"TA",1996
143000,2288,5,796,"NAmes",1144,"TA",1959
270000,3245,8,808,"Timber",1629,"Gd",2003
192500,2712,7,474,"CollgCr",1776,"Gd",2002
197500,2542,6,676,"NWAmes",1381,"Gd",2006
129000,1728,5,720,"NAmes",864,"Gd",2002
119900,1793,5,300,"SawyerW",965,"TA",1965
133900,1536,5,396,"CollgCr",768,"TA",2003
172000,2752,5,530,"Mitchel",1968,"TA",1969
127500,1925,6,0,"Edwards",980,"TA",1975
145000,2937,6,492,"Crawfor",1958,"TA",1950
124000,1790,6,462,"Blueste",1229,"TA",1980
132000,2114,5,576,"Sawyer",1057,"TA",1962
185000,2674,7,531,"CollgCr",1337,"Gd",2003
155000,2112,7,484,"Somerst",1416,"Gd",1999
116500,1716,5,0,"BrkSide",858,"TA",2008
272000,4202,6,619,"NWAmes",2872,"TA",1995
155000,2352,6,440,"NPkVill",1548,"Gd",1976
239000,3600,9,702,"CollgCr",1800,"Ex",2007
214900,2711,7,510,"Timber",1894,"Gd",2003
178900,2267,6,393,"Gilbert",1484,"Gd",2007
160000,2036,5,256,"Crawfor",1308,"TA",1950
135000,2196,5,260,"NAmes",1098,"TA",1955
37900,1568,3,0,"OldTown",968,"TA",1950
140000,1683,6,264,"NAmes",1095,"TA",1958
135000,1912,4,0,"NAmes",1192,"TA",1950
173000,2390,7,474,"NridgHt",1626,"Gd",2004
